,time,user_id,creative_id,click_times,ad_id,product_id,product_category,advertiser_id,industry,age,gender
6048,82,400073,3689675,1,3175049,19343,8,41628,216,10,1
6049,82,400073,3784412,1,3253781,16398,8,27648,326,10,1
6050,28,400073,1445740,1,1259999,15033,8,42165,202,10,1
6051,48,400073,1885946,1,1632633,17486,8,16162,\N,10,1
6052,16,400073,894454,1,788505,11801,8,16162,\N,10,1
6053,24,400073,1007537,1,885632,11801,8,16162,\N,10,1
6054,56,400073,2402796,1,2070963,35997,4,48926,\N,10,1
6055,5,400073,133531,1,119996,11801,8,16162,\N,10,1
6056,70,401529,3072255,1,2642300,1261,2,6783,6,2,2
6057,71,401529,2220823,1,1916981,1261,2,6783,6,2,2
6058,56,401529,2361397,1,2035987,1261,2,6783,6,2,2
6059,57,401529,2577794,1,2219560,1261,2,6783,6,2,2
6060,62,401529,2577794,1,2219560,1261,2,6783,6,2,2
6061,76,401529,1366123,1,1193608,\N,18,1567,6,2,2
6062,14,401529,63440,1,58787,87,2,22885,318,2,2
6063,71,401529,2741377,1,2357402,\N,18,14681,6,2,2
6064,4,401529,69204,1,63976,26858,3,24952,60,2,2
6065,36,401529,69204,1,63976,26858,3,24952,60,2,2
6066,70,401529,1401244,1,1222742,\N,18,14681,297,2,2
6067,2,401529,71694,1,66213,\N,18,14681,6,2,2
6068,52,401529,2407043,1,2074454,1261,2,6783,6,2,2
6069,56,401529,2407043,1,2074454,1261,2,6783,6,2,2
6070,57,401529,2222037,1,1918061,\N,18,14681,326,2,2
6071,32,401529,1365010,1,1192630,1261,2,6783,6,2,2
6072,31,401529,1365010,1,1192630,1261,2,6783,6,2,2
6073,33,401529,1365010,1,1192630,1261,2,6783,6,2,2
6074,34,401529,1365010,1,1192630,1261,2,6783,6,2,2
6075,23,401529,1143149,1,1001982,87,2,22885,318,2,2
6076,35,401529,453596,1,403404,1243,2,34656,322,2,2
6077,90,401529,3856576,1,3313959,37933,17,7516,\N,2,2
6078,38,401529,1286539,1,1125032,\N,18,14681,6,2,2
6079,62,401529,2901566,1,2494121,1261,2,6783,6,2,2
6080,38,401529,85499,1,78278,\N,18,9058,88,2,2
6081,49,401529,2278215,1,1965627,1261,2,6783,6,2,2
6082,57,401529,2278215,1,1965627,1261,2,6783,6,2,2
6083,70,401529,3071375,1,2641539,\N,18,14681,297,2,2
6084,85,401529,3527813,1,3038404,\N,18,27843,47,2,2
6085,33,401529,1121062,1,983097,\N,18,14681,88,2,2
6086,36,401529,1121062,1,983097,\N,18,14681,88,2,2
6087,40,401529,384207,1,343232,\N,18,17103,24,2,2
6088,62,401529,2901618,1,2494166,1261,2,6783,6,2,2
6089,70,401529,2901618,1,2494166,1261,2,6783,6,2,2
6090,70,401529,3349471,1,2882026,\N,18,14681,88,2,2
6091,71,401529,3348932,1,2881537,\N,18,9058,88,2,2
6092,49,401529,2177368,1,1879721,1261,2,6783,6,2,2
6093,43,401529,1091224,1,957690,34116,5,4861,288,2,2
6094,78,401529,3699076,1,3182948,\N,18,14682,215,2,2
6095,84,401529,3896838,1,3347597,\N,18,14682,6,2,2
6096,33,401529,1470727,1,1280915,\N,18,14681,6,2,2
6097,71,401529,3022432,1,2599442,82,2,18664,319,2,2
6098,43,401529,1612033,1,1398090,\N,18,32727,47,2,2
6099,84,401529,3916333,1,3364315,\N,18,14681,6,2,2
6100,6,401529,179134,1,160617,26858,3,22912,60,2,2
6101,6,401529,205937,2,185069,26858,3,25112,60,2,2
6102,4,401529,224510,1,201461,\N,18,29058,26,2,2
6103,84,401529,3856974,1,3314312,\N,18,14682,88,2,2
6104,84,401529,3857039,1,3314370,\N,18,14682,88,2,2
6105,84,401529,3856597,1,3313978,\N,18,14682,326,2,2
6106,84,401529,3898097,1,3348672,\N,18,14682,326,2,2
6107,52,401529,2410925,1,2077734,\N,5,54004,73,2,2
6108,31,401529,1490734,1,1296806,\N,18,14681,6,2,2
6109,2,401529,240594,1,216163,26858,3,24952,60,2,2
6110,74,403122,3072255,1,2642300,1261,2,6783,6,1,1
6111,62,403122,2361397,1,2035987,1261,2,6783,6,1,1
6112,57,403122,2361397,1,2035987,1261,2,6783,6,1,1
6113,70,403122,304118,1,273087,\N,18,13732,6,1,1
6114,2,403122,157180,1,140916,1268,2,2302,5,1,1
6115,33,403122,157148,1,140886,1370,2,1132,319,1,1
6116,57,403122,882346,1,777689,\N,18,10989,6,1,1
6117,13,403122,118757,1,107319,129,2,18562,6,1,1
6118,57,403122,2741286,1,2357316,\N,18,14681,6,1,1
6119,67,403122,3072140,1,2642189,1261,2,6783,6,1,1
6120,46,403122,1307203,1,1142935,\N,12,10989,6,1,1
6121,70,403122,3032431,1,2607893,1261,2,918,6,1,1
6122,70,403122,3072294,1,2642335,1261,2,6783,6,1,1
6123,85,403122,3856847,1,3314198,\N,18,14682,88,1,1
6124,69,403122,2223646,1,1919396,\N,18,9058,289,1,1
6125,70,403122,3071484,1,2641640,\N,18,14681,6,1,1
6126,57,403122,2342124,1,2019576,\N,18,13732,6,1,1
6127,25,403122,1248505,2,1092140,\N,18,39804,322,1,1
6128,12,403122,164356,2,147341,1469,2,27051,21,1,1
6129,22,403122,52570,1,49011,1246,2,16639,6,1,1
6130,63,403122,2721840,1,2341070,\N,5,14734,165,1,1
6131,5,403122,33012,1,32343,2135,2,24117,250,1,1
6132,55,403122,2223776,1,1919494,\N,18,9058,289,1,1
6133,39,403122,1436667,1,1252470,2593,13,2361,247,1,1
6134,73,403122,2979108,1,2561925,\N,18,1902,6,1,1
6135,61,403122,2924675,1,2514391,\N,18,9081,46,1,1
6136,27,403122,1094878,1,960896,2510,2,41673,242,1,1
6137,66,403122,917542,1,808297,\N,18,14681,289,1,1
6138,80,403122,1110876,1,974593,\N,18,26925,207,1,1
6139,33,403122,1437047,1,1252762,2593,13,2361,247,1,1
6140,51,403122,2222126,1,1918133,\N,18,14681,289,1,1
6141,72,403122,3319849,1,2856234,\N,5,6971,289,1,1
6142,70,403122,3210101,1,2761717,\N,18,13732,6,1,1
6143,75,403122,3133288,1,2695842,3335,2,14157,248,1,1
6144,34,403122,1589121,1,1379290,1268,2,6714,5,1,1
6145,8,403122,567050,1,504172,\N,18,14681,293,1,1
6146,2,403122,225457,1,202328,2424,2,14513,247,1,1
6147,77,403122,3700198,1,3183954,\N,18,14682,88,1,1
6148,67,403122,3231966,2,2780684,\N,18,21787,73,1,1
6149,56,403122,2687774,1,2312620,2396,2,28971,247,1,1
6150,21,403122,886870,1,781704,1062,2,36090,238,1,1
6151,42,403122,1365372,1,1192958,\N,18,14682,6,1,1
6152,87,403122,3901605,1,3351660,\N,18,44463,247,1,1
6153,30,403122,1456795,1,1269284,1766,2,36766,319,1,1
6154,68,403122,3280667,1,2822350,\N,18,19751,74,1,1
6155,4,403122,170225,1,152613,2258,2,31532,322,1,1
6156,56,403122,2503890,1,2156352,2745,2,29258,247,1,1
6157,91,403122,4423959,1,3793356,\N,18,59259,207,1,1
6158,70,404018,3072255,1,2642300,1261,2,6783,6,2,1
6159,68,404018,2361327,1,2035918,1261,2,6783,6,2,1
6160,69,404018,2361327,1,2035918,1261,2,6783,6,2,1
6161,59,404018,2361397,1,2035987,1261,2,6783,6,2,1
6162,70,404018,2361397,1,2035987,1261,2,6783,6,2,1
6163,62,404018,2361397,1,2035987,1261,2,6783,6,2,1
6164,68,404018,2361397,1,2035987,1261,2,6783,6,2,1
6165,60,404018,2361397,1,2035987,1261,2,6783,6,2,1
6166,57,404018,2577794,1,2219560,1261,2,6783,6,2,1
6167,60,404018,2577794,1,2219560,1261,2,6783,6,2,1
6168,29,404018,108133,1,98161,\N,12,10989,291,2,1
6169,38,404018,214061,1,192459,\N,12,10986,293,2,1
6170,51,404018,2085566,1,1801889,129,2,42272,6,2,1
6171,67,404018,54156,1,50443,\N,12,10989,202,2,1
6172,51,404018,620303,1,550818,63,2,8380,317,2,1
6173,51,404018,1037290,1,911104,63,2,19409,317,2,1
6174,66,404018,3053823,1,2626190,1261,2,6783,6,2,1
6175,65,404018,3053823,1,2626190,1261,2,6783,6,2,1
6176,71,404018,53636,1,49966,1261,2,6783,6,2,1
6177,68,404018,2361439,1,2036024,1261,2,6783,6,2,1
6178,49,404018,2213419,1,1910668,2744,2,50376,247,2,1
6179,81,404018,3862402,1,3318875,1261,2,918,6,2,1
6180,70,404018,3072140,1,2642189,1261,2,6783,6,2,1
6181,68,404018,3072140,1,2642189,1261,2,6783,6,2,1
6182,48,404018,14319,1,15701,\N,18,1882,134,2,1
6183,48,404018,2192936,1,1892968,1674,2,17018,322,2,1
6184,47,404018,2221276,1,1917404,2474,2,33318,248,2,1
6185,68,404018,3072209,1,2642258,1261,2,6783,6,2,1
6186,68,404018,3072294,1,2642335,1261,2,6783,6,2,1
6187,73,404018,2741008,1,2357069,1261,2,6783,6,2,1
6188,57,404018,2407043,1,2074454,1261,2,6783,6,2,1
6189,13,404018,407899,1,364064,\N,18,37660,322,2,1
6190,27,404018,1253420,1,1096482,1873,2,35086,322,2,1
6191,89,404018,3758805,1,3232481,\N,12,10986,6,2,1
6192,38,404018,1505985,1,1309511,1261,2,2623,6,2,1
6193,29,404018,1337995,1,1169562,\N,18,21828,54,2,1
6194,39,404018,1337995,1,1169562,\N,18,21828,54,2,1
6195,12,404018,644782,1,572429,\N,5,18924,289,2,1
6196,87,404018,4194335,2,3598147,\N,18,60545,157,2,1
6197,42,404018,1922734,1,1664107,1786,2,39516,322,2,1
6198,71,404018,3348039,1,2880704,1786,2,36148,322,2,1
6199,68,404018,3122403,1,2686502,\N,5,20162,289,2,1
6200,70,404018,3122403,1,2686502,\N,5,20162,289,2,1
6201,12,404018,573479,1,509929,1786,2,30523,322,2,1
6202,31,404018,1634637,2,1416885,1786,2,30715,322,2,1
6203,42,404018,1020877,1,897217,\N,18,24747,54,2,1
6204,68,404018,2220963,1,1917129,1261,2,6783,6,2,1
6205,64,404018,3069487,1,2639927,1755,2,52460,322,2,1
6206,45,404018,1234029,1,1079521,\N,18,18103,54,2,1
6207,27,404018,1399231,1,1221082,1507,2,29357,322,2,1
6208,15,404018,834023,1,735590,1786,2,39516,322,2,1
6209,13,404018,612617,2,544174,1810,2,36274,319,2,1
6210,75,404018,2901618,1,2494166,1261,2,6783,6,2,1
6211,29,404018,911592,1,803235,\N,18,21828,54,2,1
6212,39,404018,911592,1,803235,\N,18,21828,54,2,1
6213,21,404018,911592,1,803235,\N,18,21828,54,2,1
6214,68,404018,3053860,1,2626226,1261,2,6783,6,2,1
6215,74,404018,3053860,1,2626226,1261,2,6783,6,2,1
6216,73,404018,3053860,1,2626226,1261,2,6783,6,2,1
6217,74,404018,2278255,1,1965663,1261,2,6783,6,2,1
6218,47,404018,231309,1,207758,1828,2,17643,322,2,1
6219,50,404018,1552455,1,1348550,\N,18,2286,54,2,1
6220,16,404018,443732,2,394565,1836,2,20870,322,2,1
6221,50,404018,2328469,1,2008107,1786,2,39500,322,2,1
6222,13,404018,346091,1,310569,1243,2,34147,322,2,1
6223,27,404018,1109026,1,973025,1755,2,18512,322,2,1
6224,42,404018,390033,1,348390,\N,18,17601,40,2,1
6225,29,404018,1359669,1,1188096,\N,18,27144,54,2,1
6226,27,404018,422297,1,376382,29433,2,20377,238,2,1
6227,59,404018,1254339,1,1097202,1786,2,30523,322,2,1
6228,41,404018,1868538,1,1617711,1873,2,41209,322,2,1
6229,52,404018,2377176,1,2049479,63,2,8380,317,2,1
6230,48,404018,834522,1,736002,1540,2,21888,255,2,1
6231,48,404018,1002034,1,880852,\N,18,10699,322,2,1
6232,14,404018,816025,1,719787,1452,2,41723,322,2,1
6233,30,404018,1287255,2,1125724,2171,2,37397,322,2,1
6234,39,404018,1830619,1,1584988,1243,2,34656,322,2,1
6235,70,404018,3206552,1,2758780,2171,2,46321,322,2,1
6236,74,404018,2838299,1,2440060,1261,2,6783,6,2,1
6237,42,404018,1530114,1,1329918,\N,18,21828,54,2,1
6238,17,404018,907448,1,799741,1243,2,29966,322,2,1
6239,38,404018,907448,1,799741,1243,2,29966,322,2,1
6240,39,404018,1697200,1,1470096,1766,2,42134,319,2,1
6241,42,404018,1696561,1,1469570,1334,2,24271,317,2,1
6242,30,404018,1493347,1,1299136,\N,18,10989,289,2,1
6243,67,404018,3003629,1,2583418,\N,18,25144,54,2,1
6244,63,404018,2958444,1,2543707,1828,2,53393,322,2,1
6245,55,404018,2471825,1,2129496,\N,5,5161,297,2,1
6246,58,404018,2608512,1,2245387,2151,2,22000,252,2,1
6247,45,404018,2105846,1,1819084,111,2,45844,242,2,1
6248,67,404018,2691346,1,2315638,\N,18,950,27,2,1
6249,33,404018,1688746,1,1462989,\N,5,6974,293,2,1
6250,35,404018,1593891,1,1383202,1786,2,42471,322,2,1
6251,65,404018,2620488,1,2255593,\N,18,22388,25,2,1
6252,16,404018,57267,1,53227,136,2,9702,6,2,1
6253,12,404018,305656,1,274470,1492,2,20528,322,2,1
6254,13,404018,352204,1,316147,2510,2,39098,238,2,1
6255,28,404018,1318276,1,1152671,\N,18,22124,54,2,1
6256,53,404018,2209330,1,1907121,2744,2,50376,247,2,1
6257,16,404018,878090,1,773972,1786,2,39516,322,2,1
6258,91,404018,4314033,1,3699626,72,2,21435,322,2,1
6259,83,404018,3896034,1,3346869,1786,2,56271,322,2,1
6260,62,404018,2601779,1,2239842,1873,2,54400,322,2,1
6261,43,404018,2051623,1,1773170,1786,2,30651,322,2,1
6262,48,404018,2201594,1,1900419,1136,2,44073,322,2,1
6263,29,404018,1493999,1,1299731,1507,2,29359,322,2,1
6264,50,404018,2288267,1,1974027,\N,18,7317,54,2,1
6265,47,404018,2201961,1,1900720,1786,2,30715,322,2,1
6266,67,404018,2903102,1,2495399,\N,18,14681,6,2,1
6267,29,404018,1347800,1,1177964,1786,2,39516,322,2,1
6268,13,404018,537344,1,477816,\N,18,40576,322,2,1
6269,16,404018,911982,1,803571,1243,2,29966,322,2,1
6270,39,404018,1809927,1,1567184,\N,18,48181,3,2,1
6271,55,404018,2624191,1,2258753,1786,2,39516,322,2,1
6272,50,404018,2367037,1,2040800,1634,2,45609,322,2,1
6273,56,404018,2683471,1,2309164,1243,2,34656,322,2,1
6274,37,404018,1594382,1,1383200,1786,2,42471,322,2,1
6275,17,404018,899932,1,793273,1786,2,36384,322,2,1
6276,43,404018,2014784,1,1742090,1064,2,30332,242,2,1
6277,42,404018,1891615,1,1637547,\N,18,28731,54,2,1
6278,27,404018,699316,1,619358,1836,2,20870,322,2,1
6279,53,404018,2461752,1,2120868,1674,2,21599,322,2,1
6280,13,404018,741836,1,656064,1452,2,41723,322,2,1
6281,71,404018,3396674,1,2923073,\N,5,20162,289,2,1
6282,71,404018,3302004,1,2840785,\N,5,21762,288,2,1
6283,72,404018,3302004,1,2840785,\N,5,21762,288,2,1
6284,63,404018,2965789,1,2549914,1873,2,49154,322,2,1
6285,48,404018,1634319,1,1416766,2745,2,29258,247,2,1
6286,48,404018,2186286,1,1887360,2258,2,45464,322,2,1
6287,86,404018,4072275,1,3495116,1674,2,18558,322,2,1
6288,50,404018,1505400,1,1309020,\N,18,35143,54,2,1
6289,46,404018,2196184,1,1895615,1786,2,39516,322,2,1
6290,30,404018,1571684,1,1364682,1873,2,35086,322,2,1
6291,53,404018,1812727,2,1569648,\N,18,34916,54,2,1
6292,27,404018,1396471,1,1218753,1452,2,24565,322,2,1
6293,41,404018,1578709,1,1370478,1786,2,39516,322,2,1
6294,64,404018,2970501,1,2554054,1873,2,54400,322,2,1
6295,84,404018,4059159,1,3484197,2990,2,56747,247,2,1
6296,49,404018,2226299,1,1921624,1634,2,45609,322,2,1
6297,72,404018,3390507,1,2917759,\N,5,21762,288,2,1
6298,26,404018,1234842,1,1080201,1766,2,34383,319,2,1
6299,13,404018,647346,1,574714,1674,2,13559,322,2,1
6300,29,404018,1274495,1,1114393,1766,2,34383,319,2,1
6301,13,404018,702863,1,622479,1375,2,33454,21,2,1
6302,17,404018,921736,1,811910,1674,2,15398,322,2,1
6303,27,404018,1415191,2,1234628,\N,18,2568,27,2,1
6304,47,404018,2104563,1,1818045,1786,2,30715,322,2,1
6305,63,404018,2847801,1,2448274,2115,2,44722,322,2,1
6306,52,404018,2451264,1,2111838,27732,6,54482,303,2,1
6307,63,404018,2915208,1,2506089,1786,2,56271,322,2,1
6308,63,404018,3027998,1,2604147,1674,2,12800,322,2,1
6309,27,404018,1418972,1,1237769,\N,18,15025,54,2,1
6310,29,404018,1445276,1,1259618,1873,2,35086,322,2,1
6311,63,404018,2753613,1,2368238,72,2,21435,322,2,1
6312,31,404018,1650845,1,1431182,1334,2,28142,317,2,1
6313,66,404018,3150091,1,2710066,\N,5,17073,109,2,1
6314,47,404018,2211523,1,1909079,1873,2,31365,322,2,1
6315,67,404018,3189051,1,2743598,1445,2,30044,6,2,1
6316,33,404018,1625301,1,1409207,1755,2,18512,322,2,1
6317,91,404018,3382923,1,2911236,1281,2,52628,6,2,1
6318,48,404018,2255368,1,1946308,1507,2,29359,322,2,1
6319,32,404018,1566417,1,1360115,\N,12,10986,6,2,1
6320,42,404018,1884288,1,1631204,1786,2,39500,322,2,1
6321,33,404018,1522907,1,1323984,1334,2,28142,317,2,1
6322,50,404018,2303232,1,1986914,1755,2,50382,322,2,1
6323,41,404018,1879611,1,1627203,2258,2,48601,322,2,1
6324,42,404018,1942326,1,1680945,\N,18,23920,27,2,1
6325,53,404018,2468712,1,2126940,2151,2,22000,252,2,1
6326,61,404018,2898514,1,2491523,1786,2,39516,322,2,1
6327,53,404018,2501545,1,2154017,1786,2,39516,322,2,1
6328,16,404018,355578,1,319015,1828,2,19429,322,2,1
6329,16,404018,653253,1,579938,1836,2,20870,322,2,1
6330,12,404018,694743,1,615469,1786,2,36384,322,2,1
6331,30,404018,1519298,1,1320953,158,2,41219,322,2,1
6332,47,404018,2239773,1,1933286,1786,2,39500,322,2,1
6333,63,404018,3029931,1,2605813,1674,2,12800,322,2,1
6334,50,404018,2374118,1,2046874,1243,2,34656,322,2,1
6335,51,404018,2420677,1,2086049,\N,5,6974,138,2,1
6336,52,404018,2442894,1,2104732,\N,18,35143,54,2,1
6337,52,404018,2461405,1,2120561,1786,2,39516,322,2,1
6338,71,404018,3388368,1,2915905,\N,5,20162,289,2,1
6339,20,404018,534934,1,475871,1674,2,12800,322,2,1
6340,63,404018,2912678,1,2503735,2171,2,37402,322,2,1
6341,32,404018,875463,1,771638,1674,2,26318,322,2,1
6342,75,404018,3059252,1,2631092,33806,5,49025,291,2,1
6343,30,404018,1564877,1,1358806,1243,2,46590,322,2,1
6344,20,404018,604495,1,537149,\N,18,5109,27,2,1
6345,41,404018,1839992,1,1593185,1674,2,13559,322,2,1
6346,29,404018,1518426,1,1320208,2258,2,45464,322,2,1
6347,32,404018,1629514,1,1412478,1786,2,42471,322,2,1
6348,43,404018,1920825,1,1662525,1407,2,49265,247,2,1
6349,82,404018,3941314,1,3385809,1786,2,56271,322,2,1
6350,63,404018,2907676,1,2499332,\N,5,20162,289,2,1
6351,11,404018,646060,1,573587,\N,5,14930,107,2,1
6352,38,404018,869111,1,766048,1674,2,13559,322,2,1
6353,91,404018,4255879,1,3651055,1873,2,52579,322,2,1
6354,91,404018,4429920,1,3798574,\N,18,19713,261,2,1
6355,17,404018,917282,1,808031,1786,2,39516,322,2,1
6356,27,404018,143807,1,129196,1674,2,26318,322,2,1
6357,19,404018,993210,1,873298,\N,18,15935,25,2,1
6358,50,404018,2324812,1,2004949,1674,2,41070,322,2,1
6359,87,404018,4103004,1,3520997,\N,5,21588,289,2,1
6360,12,404018,574868,1,511313,1507,2,29359,322,2,1
6361,13,404018,816582,1,720290,1452,2,41723,322,2,1
6362,74,413872,3072255,1,2642300,1261,2,6783,6,5,1
6363,18,413872,37295,1,36047,1377,2,10334,5,5,1
6364,80,413872,37298,1,36050,1377,2,10334,5,5,1
6365,63,413872,37298,1,36050,1377,2,10334,5,5,1
6366,51,413872,2361397,1,2035987,1261,2,6783,6,5,1
6367,53,413872,2361397,1,2035987,1261,2,6783,6,5,1
6368,50,413872,2361397,1,2035987,1261,2,6783,6,5,1
6369,59,413872,2361397,1,2035987,1261,2,6783,6,5,1
6370,31,413872,304118,1,273087,\N,18,13732,6,5,1
6371,62,413872,1359388,1,1187850,1261,2,10988,6,5,1
6372,61,413872,2145432,1,1852665,1261,2,7115,6,5,1
6373,44,413872,1505826,1,1309368,87,2,22885,318,5,1
6374,57,413872,996537,1,876180,\N,18,14681,6,5,1
6375,54,413872,996537,1,876180,\N,18,14681,6,5,1
6376,18,413872,958540,1,843966,\N,18,4660,113,5,1
6377,85,413872,3847694,1,3306529,\N,18,8371,54,5,1
6378,42,413872,247252,1,222305,1017,2,39037,238,5,1
6379,60,413872,1182662,1,1035264,\N,18,8371,54,5,1
6380,57,413872,2741077,1,2357135,1261,2,6783,6,5,1
6381,53,413872,39906,1,38241,1377,2,10581,5,5,1
6382,46,413872,1467782,1,1278398,\N,18,24747,54,5,1
6383,4,413872,340127,1,305379,\N,18,19846,27,5,1
6384,66,413872,2326748,1,2006624,2400,2,40575,246,5,1
6385,91,413872,3503946,1,3017732,\N,18,8371,54,5,1
6386,56,413872,2407043,1,2074454,1261,2,6783,6,5,1
6387,51,413872,2407043,1,2074454,1261,2,6783,6,5,1
6388,54,413872,2407043,1,2074454,1261,2,6783,6,5,1
6389,79,413872,3587173,1,3088396,\N,18,8371,54,5,1
6390,64,413872,2145152,1,1852436,1380,2,26404,238,5,1
6391,65,413872,1142913,1,1001819,87,2,22885,318,5,1
6392,91,413872,4021769,1,3452925,\N,18,8371,54,5,1
6393,72,413872,3003293,1,2583119,91,2,10863,161,5,1
6394,72,413872,2088993,1,1804738,1377,2,10581,5,5,1
6395,46,413872,988794,1,869510,\N,18,11079,207,5,1
6396,55,413872,730617,1,646322,\N,18,17627,54,5,1
6397,75,413872,3632592,1,3127264,\N,18,8371,54,5,1
6398,71,413872,2499761,1,2152885,101,2,894,183,5,1
6399,84,413872,3966727,1,3407195,\N,18,23757,40,5,1
6400,43,413872,1253211,1,1096318,\N,18,17627,54,5,1
6401,54,413872,168005,1,150599,\N,5,20162,289,5,1
6402,88,413872,3891194,1,3342676,\N,18,8371,54,5,1
6403,81,413872,3891172,1,3342659,\N,18,8371,54,5,1
6404,71,413872,25987,1,26513,101,2,894,183,5,1
6405,42,413872,1974271,1,1708059,\N,18,45854,54,5,1
6406,46,413872,1974271,1,1708059,\N,18,45854,54,5,1
6407,34,413872,1663686,1,1442008,3006,2,9097,248,5,1
6408,47,413872,2230195,1,1925114,\N,18,22238,54,5,1
6409,72,413872,3201036,1,2754135,101,2,894,183,5,1
6410,18,413872,949286,1,836035,2042,2,23478,259,5,1
6411,57,413872,2730910,1,2348636,1017,2,46268,238,5,1
6412,10,413872,604674,1,537296,\N,18,41691,46,5,1
6413,69,417381,3072255,1,2642300,1261,2,6783,6,8,2
6414,57,417381,2361397,1,2035987,1261,2,6783,6,8,2
6415,50,417381,2361397,2,2035987,1261,2,6783,6,8,2
6416,53,417381,2361397,1,2035987,1261,2,6783,6,8,2
6417,50,417381,18461,2,19645,1261,2,10925,6,8,2
6418,47,417381,1909879,2,1653208,\N,18,14681,88,8,2
6419,53,417381,2361439,1,2036024,1261,2,6783,6,8,2
6420,69,417381,1909947,1,1653273,\N,18,14681,88,8,2
6421,48,417381,1909947,1,1653273,\N,18,14681,88,8,2
6422,11,417381,81369,1,74670,143,2,25201,317,8,2
6423,12,417381,46473,1,43545,143,2,25201,317,8,2
6424,17,417381,46473,1,43545,143,2,25201,317,8,2
6425,5,417381,46489,1,43566,143,2,25201,317,8,2
6426,23,417381,46489,1,43566,143,2,25201,317,8,2
6427,2,417381,272642,1,245272,\N,5,12068,87,8,2
6428,41,417381,1850463,1,1602119,\N,5,14930,108,8,2
6429,28,417381,1438184,1,1253711,\N,5,14930,329,8,2
6430,70,417381,3409585,1,2934631,143,2,25201,317,8,2
6431,68,417381,3252389,1,2797946,143,2,25201,317,8,2
6432,52,417381,2423011,1,2087986,2171,2,44498,322,8,2
6433,71,419898,3072255,1,2642300,1261,2,6783,6,4,1
6434,53,419898,2220962,1,1917126,1261,2,6783,6,4,1
6435,57,419898,2361420,1,2036009,1261,2,6783,6,4,1
6436,52,419898,2361420,1,2036009,1261,2,6783,6,4,1
6437,61,419898,2361420,1,2036009,1261,2,6783,6,4,1
6438,19,419898,27216,1,27539,\N,12,21199,54,4,1
6439,27,419898,1270807,1,1111092,1064,2,35549,242,4,1
6440,74,419898,2326746,1,2006624,2400,2,40575,246,4,1
6441,81,419898,2027356,1,1746643,2400,2,40575,246,4,1
6442,71,419898,32571,1,31960,129,2,22123,6,4,1
6443,81,419898,3916180,1,3364186,129,2,21451,6,4,1
6444,62,419898,2741326,1,2357353,\N,18,14681,6,4,1
6445,58,419898,2741326,1,2357353,\N,18,14681,6,4,1
6446,57,419898,2577798,1,2219564,1261,2,6783,6,4,1
6447,55,419898,2577798,1,2219564,1261,2,6783,6,4,1
6448,84,419898,3861855,1,3318377,1261,2,6783,6,4,1
6449,36,419898,1401346,1,1222829,\N,18,14681,297,4,1
6450,28,419898,1401346,1,1222829,\N,18,14681,297,4,1
6451,73,419898,2191833,1,1892006,\N,18,20551,138,4,1
6452,73,419898,3338442,1,2872091,\N,5,8440,297,4,1
6453,68,419898,3072723,1,2642694,\N,18,14682,6,4,1
6454,81,419898,7400,1,8817,1400,2,768,317,4,1
6455,89,419898,4145694,1,3556649,\N,18,14682,86,4,1
6456,48,419898,2177355,1,1879712,1261,2,6783,6,4,1
6457,84,419898,70933,1,65525,1400,2,768,317,4,1
6458,24,419898,629802,1,559183,\N,18,14678,26,4,1
6459,69,419898,1075784,1,944220,\N,5,10568,296,4,1
6460,75,419898,2314102,1,1996010,2400,2,51932,246,4,1
6461,73,419898,3072238,1,2642285,1261,2,6783,6,4,1
6462,9,419898,541694,1,481889,1261,2,10985,6,4,1
6463,73,419898,3072230,1,2642280,1261,2,6783,6,4,1
6464,67,419898,3072230,1,2642280,1261,2,6783,6,4,1
6465,89,419898,2981716,1,2564306,1064,2,39228,242,4,1
6466,4,419898,194049,1,174146,\N,18,22768,25,4,1
6467,17,419898,914532,1,805755,\N,5,15102,222,4,1
6468,44,419898,1564621,1,1358585,2400,2,42392,246,4,1
6469,7,419898,479957,1,426844,\N,18,29595,26,4,1
6470,74,419898,3179035,1,2735188,\N,18,21062,317,4,1
6471,44,419898,1899846,1,1644718,\N,18,14678,26,4,1
6472,48,419898,2221002,1,1917159,1261,2,6783,6,4,1
6473,75,419898,3617478,1,3114318,1849,2,55719,317,4,1
6474,84,419898,337964,1,303474,1370,2,1132,319,4,1
6475,73,419898,3348060,1,2880724,\N,18,9058,6,4,1
6476,23,419898,752654,1,665403,1567,2,34461,6,4,1
6477,72,419898,1868926,1,1618052,136,2,7834,6,4,1
6478,47,419898,2141492,1,1849308,\N,18,25260,47,4,1
6479,47,419898,1480360,1,1288847,\N,18,46018,47,4,1
6480,89,419898,4330562,1,3713521,1064,2,47148,242,4,1
6481,43,419898,1958377,1,1694547,\N,5,14769,289,4,1
6482,75,425608,3072255,1,2642300,1261,2,6783,6,3,1
6483,70,425608,3072255,1,2642300,1261,2,6783,6,3,1
6484,57,425608,2361327,1,2035918,1261,2,6783,6,3,1
6485,58,425608,2361397,1,2035987,1261,2,6783,6,3,1
6486,60,425608,2361397,1,2035987,1261,2,6783,6,3,1
6487,57,425608,2577794,1,2219560,1261,2,6783,6,3,1
6488,54,425608,2577794,1,2219560,1261,2,6783,6,3,1
6489,64,425608,3072706,1,2642677,\N,18,14682,6,3,1
6490,82,425608,1401346,1,1222829,\N,18,14681,297,3,1
6491,43,425608,1401346,1,1222829,\N,18,14681,297,3,1
